,time,s1,s2,s3,s4,0
0,0.0,406.8211139620147,414.7303999984189,373.12644277780083,375.7492306189309,392.6067968392913
1,0.9990003108978271,393.7796045084284,390.7304000008054,363.5689207384714,365.3646151843727,378.3608851080195
2,2.9860000610351562,370.95696296434363,378.7304000001797,360.3830800585339,358.44153822791316,367.12799531274254
3,5.856000185012817,362.806019555883,378.73039999836067,360.3830800585339,353.2492305108964,363.79218253091847
4,6.855000019073486,369.3267742825526,390.7304000008054,363.5689207384714,358.4415382281755,370.5169083125012
5,7.855000019073486,392.14941582663744,402.73039999961213,376.3122834572554,368.82615366247137,385.00456323649405
6,8.855000019073486,414.9720573704752,414.7304000002378,385.8698054970676,384.403076814571,399.9938349205879
7,10.718000173568726,413.34186868893136,390.7304000008054,373.12644277780083,382.6723075753906,389.9677547607321
8,12.284000158309937,372.5871516461345,390.73039999898634,354.01139869914203,351.51846127171586,367.21185290399467
9,13.283000230789185,351.5033780292604,390.73039999898634,350.82555801920455,341.1338458371577,358.54829547115224
10,15.425000190734863,357.9154535107573,378.7304000001797,360.3830800585339,348.05692279361733,361.2714640907721
11,17.02500009536743,382.368283736386,390.7304000008054,369.94060209786335,370.55692290165194,378.39905218417664
12,18.485000133514404,416.6022460520191,426.7303999990446,376.3122834572554,382.6723075753906,400.5793092709274
13,20.491000175476074,397.0399818717632,390.7304000008054,366.7547614184089,368.8261536627337,380.8378242384278
14,21.490000009536743,370.95696296434363,378.7304000001797,357.1972393790794,354.9799997500769,365.46615052341986
15,22.48900008201599,356.393944074386,378.73039999836067,350.82555801920455,341.1338458371577,356.7709369822772
16,23.48800015449524,362.806019555883,366.7303999995539,354.01139869914203,348.05692279361733,357.90118526204907
17,26.53600001335144,398.67017055355416,390.7304000008054,373.12644277731783,377.47999985811146,385.0017532974472
18,28.032999992370605,397.0399818717632,414.7303999984189,376.3122834572554,379.21076909729186,391.82335860618235
19,29.032000064849854,397.0399818717632,390.7304000008054,363.5689207384714,365.3646151843727,379.1759794488532
20,30.030999898910522,385.62866109972083,402.73039999961213,357.1972393790794,354.97999974981445,375.1340750570567
21,31.02999997138977,372.5871516461345,366.7303999995539,360.3830800585339,354.97999974981445,363.6701578635092
22,32.985000133514404,367.6965856010087,378.7304000001797,354.01139869914203,351.51846127171586,362.9892113930116
23,34.53700041770935,372.5871516461345,378.7304000001797,357.19723937859646,358.4415382281755,366.7390823132715
24,35.98399996757507,390.5192271448464,390.7304000008054,376.3122834572554,372.2876921408323,382.4624006859349
25,36.98399996757507,395.4097931899722,414.7303999984189,376.3122834572554,372.2876921408323,389.68504219661975
26,37.98300004005432,395.4097931902194,390.7304000008054,379.49812413719286,372.2876921408323,384.48150236726246
27,39.402000188827515,393.77960450818125,402.73039999961213,360.3830800585339,361.903076706274,379.6990403181503
28,41.01700019836426,369.3267742825526,390.73039999898634,357.19723937859646,353.2492305108964,367.62591104275793
29,42.01700019836426,366.06639691921777,378.7304000001797,357.1972393790794,354.9799997500769,364.2435090121385
30,43.01700019836426,372.5871516461345,390.7304000008054,357.19723937859646,351.51846127171586,368.00831307431304
31,44.01600003242493,385.62866109972083,390.7304000008054,363.5689207384714,356.7107689889951,374.15968770699817
