0.000000000000000000e+00,4.068211139620146923e+02,4.147303999984188749e+02,3.731264427778008326e+02,3.757492306189309375e+02,3.926067968392912917e+02
9.990000724792480469e-01,3.937796045084284060e+02,3.907304000008053890e+02,3.635689207384714337e+02,3.653646151843727239e+02,3.783608851080194881e+02
2.986000061035156250e+00,3.709569629643435746e+02,3.787304000001796567e+02,3.603830800585339489e+02,3.584415382279131563e+02,3.671279953127425415e+02
5.856000185012817383e+00,3.628060195558830401e+02,3.787303999983606673e+02,3.603830800585339489e+02,3.532492305108963819e+02,3.637921825309184669e+02
6.855000019073486328e+00,3.693267742825526057e+02,3.907304000008053890e+02,3.635689207384714337e+02,3.584415382281754887e+02,3.705169083125011866e+02
7.855000019073486328e+00,3.921494158266374370e+02,4.027303999996121320e+02,3.763122834572553757e+02,3.688261536624713699e+02,3.850045632364940502e+02
8.855000019073486328e+00,4.149720573704752269e+02,4.147304000002378643e+02,3.858698054970676594e+02,3.844030768145710226e+02,3.999938349205879717e+02
1.071800017356872559e+01,4.133418686889313562e+02,3.907304000008053890e+02,3.731264427778008326e+02,3.826723075753905619e+02,3.899677547607320207e+02
1.228400015830993652e+01,3.725871516461344868e+02,3.907303999989863996e+02,3.540113986991419779e+02,3.515184612717159212e+02,3.672118529039947248e+02
1.328299999237060547e+01,3.515033780292603751e+02,3.907303999989863996e+02,3.508255580192045500e+02,3.411338458371577076e+02,3.585482954711522439e+02
1.542500019073486328e+01,3.579154535107572883e+02,3.787304000001796567e+02,3.603830800585339489e+02,3.480569227936173320e+02,3.612714640907720423e+02
1.702500009536743164e+01,3.823682837363859903e+02,3.907304000008053890e+02,3.699406020978633478e+02,3.705569229016518875e+02,3.783990521841766395e+02
1.848500013351440430e+01,4.166022460520190407e+02,4.267303999990446073e+02,3.763122834572553757e+02,3.826723075753905619e+02,4.005793092709273537e+02
2.049100017547607422e+01,3.970399818717631888e+02,3.907304000008053890e+02,3.667547614184088616e+02,3.688261536627337023e+02,3.808378242384277996e+02
2.149000000953674316e+01,3.709569629643435746e+02,3.787304000001796567e+02,3.571972393790794058e+02,3.549799997500768995e+02,3.654661505234198557e+02
2.248900008201599121e+01,3.563939440743861269e+02,3.787303999983606673e+02,3.508255580192045500e+02,3.411338458371577076e+02,3.567709369822772487e+02
2.348800015449523926e+01,3.628060195558830401e+02,3.667303999995539243e+02,3.540113986991419779e+02,3.480569227936173320e+02,3.579011852620490686e+02
2.653600001335144043e+01,3.986701705535541578e+02,3.907304000008053890e+02,3.731264427773178909e+02,3.774799998581114551e+02,3.850017532974471806e+02
2.803299999237060547e+01,3.970399818717631888e+02,4.147303999984188749e+02,3.763122834572553757e+02,3.792107690972919158e+02,3.918233586061823530e+02
2.903200006484985352e+01,3.970399818717631888e+02,3.907304000008053890e+02,3.635689207384714337e+02,3.653646151843727239e+02,3.791759794488531838e+02
3.003100013732910156e+01,3.856286610997207731e+02,4.027303999996121320e+02,3.571972393790794058e+02,3.549799997498145103e+02,3.751340750570566343e+02
3.102999997138977051e+01,3.725871516461344868e+02,3.667303999995539243e+02,3.603830800585339489e+02,3.549799997498145103e+02,3.636701578635091892e+02
3.298500013351440430e+01,3.676965856010087350e+02,3.787304000001796567e+02,3.540113986991419779e+02,3.515184612717159212e+02,3.629892113930115443e+02
3.453700017929077148e+01,3.725871516461344868e+02,3.787304000001796567e+02,3.571972393785965210e+02,3.584415382281754887e+02,3.667390823132715241e+02
3.598399996757507324e+01,3.905192271448465249e+02,3.907304000008053890e+02,3.763122834572553757e+02,3.722876921408323483e+02,3.824624006859348810e+02
3.698399996757507324e+01,3.954097931899722767e+02,4.147303999984188749e+02,3.763122834572553757e+02,3.722876921408323483e+02,3.896850421966197473e+02
3.798300004005432129e+01,3.954097931902193750e+02,3.907304000008053890e+02,3.794981241371928036e+02,3.722876921408323483e+02,3.844815023672624648e+02
3.940200018882751465e+01,3.937796045081813077e+02,4.027303999996121320e+02,3.603830800585339489e+02,3.619030767062741347e+02,3.796990403181503666e+02
4.101700019836425781e+01,3.693267742825526057e+02,3.907303999989863996e+02,3.571972393785965210e+02,3.532492305108963819e+02,3.676259110427579344e+02
4.201700019836425781e+01,3.660663969192178229e+02,3.787304000001796567e+02,3.571972393790794058e+02,3.549799997500768995e+02,3.642435090121384746e+02
4.301700019836425781e+01,3.725871516461344868e+02,3.907304000008053890e+02,3.571972393785965210e+02,3.515184612717159212e+02,3.680083130743130937e+02
4.401600003242492676e+01,3.856286610997207731e+02,3.907304000008053890e+02,3.635689207384714337e+02,3.567107689889950279e+02,3.741596877069981701e+02
4.541500020027160645e+01,3.888890384633026542e+02,3.907304000008053890e+02,3.699406020978633478e+02,3.740184613800128091e+02,3.808946254854960216e+02
4.817700004577636719e+01,3.839984724179298041e+02,3.907303999989863996e+02,3.603830800585339489e+02,3.549799997498145103e+02,3.725229880563161942e+02
4.917700004577636719e+01,3.725871516461344868e+02,4.027303999996121320e+02,3.571972393785965210e+02,3.532492305108963819e+02,3.714410053838098520e+02
5.017700004577636719e+01,3.709569629643435746e+02,3.907304000008053890e+02,3.603830800585339489e+02,3.549799997498145103e+02,3.692626106933743131e+02
5.117600011825561523e+01,3.872588497815117421e+02,4.027303999996121320e+02,3.667547614184088616e+02,3.636338459451922631e+02,3.800944642861812213e+02
5.294300007820129395e+01,3.888890384630555559e+02,3.907304000008053890e+02,3.603830800585339489e+02,3.636338459451922631e+02,3.759090911168967750e+02
5.448100018501281738e+01,3.774777176912602386e+02,3.907304000008053890e+02,3.603830800585339489e+02,3.584415382281754887e+02,3.717581839946937521e+02
5.548000001907348633e+01,3.693267742827997040e+02,3.907304000008053890e+02,3.635689207384714337e+02,3.567107689889950279e+02,3.700842160027679029e+02
5.701500010490417480e+01,3.791079063730512075e+02,3.907304000008053890e+02,3.699406020978633478e+02,3.636338459454545955e+02,3.758531886042936208e+02
5.801400017738342285e+01,4.003003592350979716e+02,4.027303999996121320e+02,3.763122834577382605e+02,3.688261536627337023e+02,3.870422990887955166e+02
5.943300008773803711e+01,4.051909252802237233e+02,4.027303999996121320e+02,3.667547614179259199e+02,3.705569229016518875e+02,3.863082523998534157e+02
6.100699996948242188e+01,3.660663969192178229e+02,3.787304000001796567e+02,3.508255580192045500e+02,3.549799997500768995e+02,3.626505886721697607e+02
6.200600004196166992e+01,3.628060195558830401e+02,3.667303999995539243e+02,3.571972393790794058e+02,3.480569227936173320e+02,3.586976454320334255e+02
6.300500011444091797e+01,3.611758308740920711e+02,3.787304000001796567e+02,3.540113986991419779e+02,3.463261535544368144e+02,3.600609457819626300e+02
6.400400018692016602e+01,3.693267742825526057e+02,4.027303999996121320e+02,3.667547614179259199e+02,3.549799997498145103e+02,3.734479838624762351e+02
6.543700003623962402e+01,3.905192271450936232e+02,4.027303999996121320e+02,3.667547614179259199e+02,3.688261536627337023e+02,3.822076355563413586e+02
6.819400000572204590e+01,3.872588497815117421e+02,3.907304000008053890e+02,3.635689207384714337e+02,3.619030767062741347e+02,3.758653118067656465e+02
6.919300007820129395e+01,3.774777176912602386e+02,3.907304000008053890e+02,3.603830800585339489e+02,3.549799997500768995e+02,3.708927993751691474e+02
7.019200015068054199e+01,3.709569629643435746e+02,3.787304000001796567e+02,3.603830800585339489e+02,3.549799997500768995e+02,3.662626106932834773e+02
7.119200015068054199e+01,3.709569629643435746e+02,3.907304000008053890e+02,3.635689207384714337e+02,3.567107689889950279e+02,3.704917631731537995e+02
7.303400015830993652e+01,3.970399818717631888e+02,4.027303999996121320e+02,3.731264427778008326e+02,3.705569229016518875e+02,3.858634368877069960e+02
7.455500006675720215e+01,4.068211139620146923e+02,4.027303999996121320e+02,3.731264427778008326e+02,3.774799998578490658e+02,3.900394891493191381e+02
7.555400013923645020e+01,3.954097931899722767e+02,3.907304000008053890e+02,3.699406020978633478e+02,3.670953844235532415e+02,3.807940449280485495e+02
7.817600011825561523e+01,3.611758308740920711e+02,3.787304000001796567e+02,3.571972393785965210e+02,3.497876920325354604e+02,3.617227905713509131e+02
7.917500019073486328e+01,3.579154535107572883e+02,3.667303999995539243e+02,3.540113986991419779e+02,3.515184612717159212e+02,3.575439283702922921e+02
8.070600008964538574e+01,3.709569629643435746e+02,3.787304000001796567e+02,3.508255580192045500e+02,3.549799997500768995e+02,3.638732301834511418e+02
8.230700016021728516e+01,3.856286610997207731e+02,3.907303999989863996e+02,3.763122834577382605e+02,3.688261536627337023e+02,3.803743745547947697e+02
8.330599999427795410e+01,4.035607365986799095e+02,4.267303999990446073e+02,3.763122834572553757e+02,3.740184613797504767e+02,3.951554703586825781e+02
8.430599999427795410e+01,4.035607365986799095e+02,4.027303999996121320e+02,3.763122834577382605e+02,3.757492306189309375e+02,3.895881626687403241e+02
8.530500006675720215e+01,3.986701705533070594e+02,3.907304000008053890e+02,3.667547614179259199e+02,3.688261536627337023e+02,3.812453714086930177e+02
8.842900013923645020e+01,3.709569629643435746e+02,4.027303999996121320e+02,3.571972393790794058e+02,3.532492305108963819e+02,3.710334582134828452e+02
9.057100009918212891e+01,3.807380950545950213e+02,3.907304000008053890e+02,3.667547614179259199e+02,3.584415382279131563e+02,3.741661986753098290e+02
9.157100009918212891e+01,3.839984724181769025e+02,3.907304000008053890e+02,3.667547614179259199e+02,3.567107689889950279e+02,3.745486007064757814e+02
9.257000017166137695e+01,3.774777176912602386e+02,3.907303999989863996e+02,3.635689207384714337e+02,3.619030767062741347e+02,3.734200287837480232e+02
9.356900000572204590e+01,3.823682837363859903e+02,3.787304000001796567e+02,3.699406020978633478e+02,3.653646151843727239e+02,3.741009752547004155e+02
9.540799999237060547e+01,3.921494158266374370e+02,3.907303999989863996e+02,3.699406020978633478e+02,3.670953844235532415e+02,3.799789505867601065e+02
9.830599999427795410e+01,3.644362082374268539e+02,3.667303999995539243e+02,3.571972393790794058e+02,3.532492305108963819e+02,3.604032695317391699e+02
9.930599999427795410e+01,3.611758308740920711e+02,3.547303999989281920e+02,3.540113986991419779e+02,3.497876920325354604e+02,3.549263304011744253e+02
1.003050000667572021e+02,3.611758308740920711e+02,3.907303999989863996e+02,3.571972393790794058e+02,3.532492305108963819e+02,3.655881751907635362e+02
1.013050000667572021e+02,3.725871516461344868e+02,4.027303999996121320e+02,3.667547614184088616e+02,3.601723074670936739e+02,3.755611551328122459e+02
1.029460000991821289e+02,4.019305479168889406e+02,4.027303999996121320e+02,3.794981241371928036e+02,3.774799998581114551e+02,3.904097679779513328e+02
1.045199999809265137e+02,4.149720573704752269e+02,4.027303999996121320e+02,3.794981241371928036e+02,3.826723075753905619e+02,3.949682222706676953e+02
1.055199999809265137e+02,4.133418686886842579e+02,4.027303999996121320e+02,3.667547614179259199e+02,3.757492306189309375e+02,3.896440651812882834e+02
1.070610001087188721e+02,3.693267742827997040e+02,3.907303999989863996e+02,3.508255580192045500e+02,3.515184612717159212e+02,3.656002983931766153e+02
1.080600001811981201e+02,3.449826233025907527e+02,3.907303999989863996e+02,3.508255580192045500e+02,3.394030765982395792e+02,3.564854144797553204e+02
1.096970000267028809e+02,3.384618685756740888e+02,3.547303999989281920e+02,3.571972393785965210e+02,3.394030765982395792e+02,3.474481461378595668e+02
